raw_aspect,sentence,label,label_id
charging fast,value for money nice camera battery charging fastbattery backup awesome i play ping mobile 2 times and i see temperature and maintain around 30° and battery consumption around 10 to 15%nice perfomance great deal thank you flipkart,charging_speed,24
battery backup,value for money nice camera battery charging fastbattery backup awesome i play ping mobile 2 times and i see temperature and maintain around 30° and battery consumption around 10 to 15%nice perfomance great deal thank you flipkart,battery_life,7
temperature,value for money nice camera battery charging fastbattery backup awesome i play ping mobile 2 times and i see temperature and maintain around 30° and battery consumption around 10 to 15%nice perfomance great deal thank you flipkart,heat,52
battery consumption,value for money nice camera battery charging fastbattery backup awesome i play ping mobile 2 times and i see temperature and maintain around 30° and battery consumption around 10 to 15%nice perfomance great deal thank you flipkart,battery,6
perfomance,value for money nice camera battery charging fastbattery backup awesome i play ping mobile 2 times and i see temperature and maintain around 30° and battery consumption around 10 to 15%nice perfomance great deal thank you flipkart,performance,68
phone,great phone in this range,phone,70
phone,phone is good,phone,70
external body,"but, external body is made of cheap plastic",build_quality,14
ph,awsm ph good quality,phone,70
quality,awsm ph good quality,quality,81
phone,phone is very good in budget,phone,70
budget,phone is very good in budget,budget_category,12
screen damage,screen damage will easily,display,37
mobail phone,super mobail phone,phone,70
phone,osm phone in this price range killer mobiles i can play pubg its play pubg hd graphics,phone,70
price range,osm phone in this price range killer mobiles i can play pubg its play pubg hd graphics,price,74
pubg its play pubg hd graphics,osm phone in this price range killer mobiles i can play pubg its play pubg hd graphics,gaming_performance,47
3 gb ram,just 3 gb ram,ram,82
selfi,selfi is awesome value of money,selfie_camera,85
value of money,selfi is awesome value of money,value_for_money,104
mobile,only mobile best under 8000 rs,phone,70
good one in middle range,good one in middle range,value_for_money,104
performance,excellent performanceawesome mobile in low budget,performance,68
mobile,excellent performanceawesome mobile in low budget,phone,70
low budget,excellent performanceawesome mobile in low budget,budget_category,12
mobile,its very best mobile i purchage 6 mobile honor 10 lite,phone_type,71
honor 10 lite,its very best mobile i purchage 6 mobile honor 10 lite,product_name,77
product,nice product at 8k prize,price,74
prize,nice product at 8k prize,price,74
performance,"best device in even 2019 ending coz of its performance,display,cameras,and the finish of the device",performance,68
display,"best device in even 2019 ending coz of its performance,display,cameras,and the finish of the device",display,37
cameras,"best device in even 2019 ending coz of its performance,display,cameras,and the finish of the device",camera,17
finish of the device,"best device in even 2019 ending coz of its performance,display,cameras,and the finish of the device",appearance,5
phone,perfect phone in low price,phone,70
price,perfect phone in low price,price,74
product,great product with good quality,overall,65
quality,great product with good quality,quality,81
product,its good product spacially for music i am buying because other companyes mobile not good music provide,overall,65
music,its good product spacially for music i am buying because other companyes mobile not good music provide,sound_quality,93
other companyes mobile not good music provide,its good product spacially for music i am buying because other companyes mobile not good music provide,competitor_comparison_music,29
mobile,verry good mobile,phone,70
look,nice look product and good quality product,design,34
quality,nice look product and good quality product,quality,81
mobile,amazing mobile and very estable one,phone,70
estable one,amazing mobile and very estable one,stability,97
phones,superb phones everything is good,phone,70
everything,superb phones everything is good,overall,65
good but not better,good but not better,overall,65
hardware,honor 10 lite mobile phone awesome becouse m parched third time but this time hardware n software problems becouse screen display blink n suddenly switch on off so i replaced i hope next product greatest quality provides,internal_components,53
software,honor 10 lite mobile phone awesome becouse m parched third time but this time hardware n software problems becouse screen display blink n suddenly switch on off so i replaced i hope next product greatest quality provides,software,91
screen display,honor 10 lite mobile phone awesome becouse m parched third time but this time hardware n software problems becouse screen display blink n suddenly switch on off so i replaced i hope next product greatest quality provides,display,37
camera,good camera but battery bad,camera,17
battery,good camera but battery bad,battery,6
volume button,volume button not working,button,15
camera,camera is a good,camera,17
nice product,it's nice product but my phone required resolution fhd+ video not support😟😟😟,product_quality,78
resolution fhd+ video not support,it's nice product but my phone required resolution fhd+ video not support😟😟😟,video_resolution,106
mobile,mobile is very good,phone,70
battery backup,battery backup is best,battery_life,7
product,nice product in this price range,overall,65
price range,nice product in this price range,price,74
smartphone,the best smartphone,overall,65
mobile under price,nice mobile under price,price,74
camera,camera is not so much clear other wise everything is perfect,camera,17
everything,camera is not so much clear other wise everything is perfect,overall,65
all,all are good,overall,65
awesome mobile,awesome mobile 👌 value for moy,overall,65
value for moy,awesome mobile 👌 value for moy,value_for_money,104
battery drain,battery drain very fast,battery_life,7
product,very worst product,quality,81
smart phone,it's nice smart phone,phone_type,71
mobile phone,nice and good mobile phone,phone,70
phone,a good phone in this price range,phone,70
price range,a good phone in this price range,price,74
camera quality,people might say that camera quality and built quality aren't good,camera_quality,20
built quality,people might say that camera quality and built quality aren't good,build_quality,14
best thing in that price range,but i would say you are getting best thing in that price range,value_for_money,104
flagship killer,"it ain't any flagship killer, but it could definitely beat other phones in that segment",competitor_comparison,28
other phones in that segment,"it ain't any flagship killer, but it could definitely beat other phones in that segment",segment,84
camera,camera is good but not so goodsame thing with displayoverall you will not disappoint on buying itvalue for money product,camera,17
display,camera is good but not so goodsame thing with displayoverall you will not disappoint on buying itvalue for money product,display,37
overall you will not disappoint on buying it,camera is good but not so goodsame thing with displayoverall you will not disappoint on buying itvalue for money product,overall,65
value for money product,camera is good but not so goodsame thing with displayoverall you will not disappoint on buying itvalue for money product,value_for_money,104
economical,superb yet economical,value_for_money,104
front camera,mind blowing front camera,selfie_camera,85
overall,overall all good but bettery is draining faster,overall,65
baterry is draining faster,overall all good but bettery is draining faster,battery_life,7
product,flipkart executive behaviour is too rude and lazy as well i suffer a long time of one month and this product is going to hang after updating,product_quality,78
hang after updating,flipkart executive behaviour is too rude and lazy as well i suffer a long time of one month and this product is going to hang after updating,software_performance,92
phone,good phone on this much money,phone,70
money,good phone on this much money,value_for_money,104
product,it is a very good product,overall,65
value for money,totally value for money product in this price range,value_for_money,104
price range,totally value for money product in this price range,value_for_money,104
awesome,just awesome 😍,overall,65
camera,you honor 10 lite camera better in 📸,camera,17
camera,"i like the phone very no problems good camera, processor, superb",camera,17
processor,"i like the phone very no problems good camera, processor, superb",performance,68
phone,great phone in this price❤️🤩🤩,overall,65
price,great phone in this price❤️🤩🤩,price,74
pretty,the phone is so pretty and performence bise good over all the phone is value for money,appearance,5
performence,the phone is so pretty and performence bise good over all the phone is value for money,performance,68
value for money,the phone is so pretty and performence bise good over all the phone is value for money,value_for_money,104
back panel fitting,back panel fitting not ok,build_quality,14
product,nice product and good delivery,overall,65
price range,good choise for this price range,price,74
mobile,this is super mobile for basic user,phone_type,71
phone,"very goo phone, how ever the battery back up could be more",phone,70
battery back up,"very goo phone, how ever the battery back up could be more",battery_life,7
choise in this price range,good choise in this price range,value_for_money,104
the phone,the phone is good,phone,70
it,just buy it,overall,65
battery,good but battery have some issue but nothing to worry,battery,6
price range,but in same price range you can get many option so try some thing new and better version of this,price,74
many option,but in same price range you can get many option so try some thing new and better version of this,options,63
better version,but in same price range you can get many option so try some thing new and better version of this,product_update_comparison,79
mobile,nice mobile i like huwai company,phone_type,71
huwai company,nice mobile i like huwai company,brand,10
product,good product in this segment,overall,65
display build quality,the display build quality is really poor,build_quality,14
quality,you can look at the quality,quality,81
it's,it's shattered into pieces,durability,41
phone,don't go for this phone ever,overall,65
nice budget phone,nice budget phone,budget_category,12
good condition,the phone was in good condition when i received it,quality,81
mobile,nice mobile good permance may be packing much better,phone_type,71
permance,nice mobile good permance may be packing much better,performance,68
smart phone,best smart phone under 10k,phone_type,71
fone,this fone is osm,phone,70
phone,very nyc phone thanks to flipkart,overall,65
mobile,"awesome mobile, worth of money",overall,65
worth of money,"awesome mobile, worth of money",value_for_money,104
battery,"although battery and performance are at average level, the camera and battery are good",battery,6
performance,"although battery and performance are at average level, the camera and battery are good",performance,68
camera,"although battery and performance are at average level, the camera and battery are good",camera,17
money paid,"in short, it is worth the money paid",value_for_money,104
look,look is pretty,design,34
battery,battery and cemera super,battery,6
cemera,battery and cemera super,camera,17
mobile,superb mobile at 7299 and performance also good,phone,70
performance,superb mobile at 7299 and performance also good,performance,68
phone,asm phone don't miss buy it,phone,70
display,it has very good display and the performance is upto mark,display,37
performance,it has very good display and the performance is upto mark,performance,68
battery backup,battery backup is not that good but yes not so bad either,battery_life,7
overall,overall i am satisfied with thus purchase,overall,65
not bad,not bad going well,overall,65
going well,not bad going well,overall,65
phone,very nice phone,phone,70
product,good product & quality superb,overall,65
quality,good product & quality superb,product_quality,78
product,awesome product from honor camera quality is very good,overall,65
camera quality,awesome product from honor camera quality is very good,camera_quality,20
phone,wonderful experience with this phone,phone,70
complete value for money,complete value for money,value_for_money,104
performance,very worst performance,performance,68
battery,battery is normal,battery,6
phone,average good phone,phone,70
super mobile,super mobile and fast delivery thanks to all flipkart workars,overall,65
camera,camera is very poor but display is good average quality of the product,camera,17
display,camera is very poor but display is good average quality of the product,display,37
good product,good product and on time delivery,overall,65
smartphone,best smartphone i like it,phone_type,71
front camera,front camera amazing display not good,camera,17
display,front camera amazing display not good,display,37
mobile,overall very nice mobile in this range,phone,70
product,very gud product,overall,65
mobile,"excellent mobile in low budget, worth can give try",phone,70
low budget,"excellent mobile in low budget, worth can give try",price,74
price,worth the price,price,74
phone,one of the best phone,overall,65
charging capacity,but charging capacity low,battery,6
working,nice working mobile,performance,68
mobile,8499 at price excellent mobile,phone,70
price,8499 at price excellent mobile,price,74
memory card and dual sims,memory card and dual sims does not used at same time,dual_sim,40
camera,good camera 📸,camera,17
phone,best phone have ever seen,phone,70
price rate,u much buy it in this price rate,price,74
mobile,very good mobile,phone,70
honor 10 lite fantastic phone,honor 10 lite fantastic phone with excellent camera quantity,phone,70
excellent camera quantity,honor 10 lite fantastic phone with excellent camera quantity,camera_quality,20
it,wow its so good,overall,65
battery,battery is very poor,battery,6
mobile,best mobile under 8000,phone,70
value 4 money,excellent value 4 money,value_for_money,104
back camera,back camera very poor,camera,17
internet,internet not working,network,61
phone,super phone for ever,phone,70
good looking,good looking and good product,design,34
good product,good looking and good product,quality,81
mobile,awesome mobile in this price range,phone,70
price range,awesome mobile in this price range,price,74
good to use,"good to use, user friendly, thanks to flipcart timely delivery, thanks to ekart",usability,103
user friendly,"good to use, user friendly, thanks to flipcart timely delivery, thanks to ekart",usability,103
features,nice mobile awaisom features bluetooth connect camera multimedia connect car sound front camera special quality,features,44
bluetooth,nice mobile awaisom features bluetooth connect camera multimedia connect car sound front camera special quality,bluetooth,9
connect,nice mobile awaisom features bluetooth connect camera multimedia connect car sound front camera special quality,connectivity,31
camera,nice mobile awaisom features bluetooth connect camera multimedia connect car sound front camera special quality,camera,17
multimedia connect,nice mobile awaisom features bluetooth connect camera multimedia connect car sound front camera special quality,multimedia,59
car sound,nice mobile awaisom features bluetooth connect camera multimedia connect car sound front camera special quality,sound_quality,93
front camera,nice mobile awaisom features bluetooth connect camera multimedia connect car sound front camera special quality,camera,17
special quality,nice mobile awaisom features bluetooth connect camera multimedia connect car sound front camera special quality,product_quality,78
camera,nice camera phone,camera,17
google play store,not supporting google play store,app_support,4
honor 10 lite,this is my second honor 10 lite,product_name,77
all over,all over best,overall,65
product,product is just ok,overall,65
good looking fone,"good looking fone,supar camera,battary much more",design,34
supar camera,"good looking fone,supar camera,battary much more",camera,17
battary much more,"good looking fone,supar camera,battary much more",battery,6
phone,good phone with budjet price,phone,70
budjet price,good phone with budjet price,price,74
value for money,value for money im satisfy in this product,value_for_money,104
this,this is amazing,overall,65
moviles,better than other moviles in this price,phone_type,71
price,better than other moviles in this price,price,74
price,very nice at this price,price,74
picture quality,picture quality is not like 48mega pixel,camera_quality,20
mobile front camera,superb mobile front camera is super,camera,17
camera,superb mobile front camera is super,camera,17
phn,i lve this phn,phone,70
display,display is amazing clarity sound quality higher than other phns in this money,display,37
clarity,display is amazing clarity sound quality higher than other phns in this money,display,37
sound quality,display is amazing clarity sound quality higher than other phns in this money,sound_quality,93
other phns in this money,display is amazing clarity sound quality higher than other phns in this money,value_for_money,104
product,very good product in cheap range,overall,65
cheap range,very good product in cheap range,price,74
features,good features value for money,features,44
value for money,good features value for money,value_for_money,104
phone,best phone in 8000,phone,70
smartphone,it's too good smartphone value for money camera quality is too good as compared to its price,phone_type,71
value for money,it's too good smartphone value for money camera quality is too good as compared to its price,value_for_money,104
camera quality,it's too good smartphone value for money camera quality is too good as compared to its price,camera_quality,20
price,it's too good smartphone value for money camera quality is too good as compared to its price,price,74
picture quality,picture quality is very poor,camera_quality,20
looking,nice looking an display,design,34
display,nice looking an display,display,37
money for value,money for value,value_for_money,104
everything,everything is good bt is and quality is very poor,overall,65
quality,everything is good bt is and quality is very poor,quality,81
all,other wise all good,overall,65
good one over all,good one over all,overall,65
performance,"very good performance, awesome battery backup",performance,68
battery backup,"very good performance, awesome battery backup",battery_life,7
mobile,"best mobile, this is amazing",phone_type,71
value of money,value of money product i am impressed from honor phones,value_for_money,104
phone,good and best phone,phone,70
mobile phone,very good mobile phone,phone,70
phone,very nice phone from huwai,phone,70
mobile ringtone,during call receiving mobile ringtone is automatically silent and all the things are good as given,sound_quality,93
all the things,during call receiving mobile ringtone is automatically silent and all the things are good as given,overall,65
value for money,value for money nice colour,value_for_money,104
nice colour,value for money nice colour,color,25
phone,sandar phone he i am happy guys,phone,70
phone,nice phone with very elegant look👍,phone,70
look,nice phone with very elegant look👍,design,34
all things,all things are good,overall,65
phone,best phone in this price,phone,70
price,best phone in this price,price,74
looking compass,good looking compass is good working,compass,27
compass,good looking compass is good working,compass,27
product,good product on this rate,overall,65
rate,good product on this rate,price,74
phone,its a very amazing phone,phone,70
price range,best price range_______7200,price,74
mobile,very good mobile @ this price,phone,70
price,very good mobile @ this price,price,74
standard budget phone,standard budget phone and very comfortable for use,phone_type,71
comfortable for use,standard budget phone and very comfortable for use,usability,103
over heating issue,over heating issue,heat,52
camera,camera and phone design is too good,camera,17
phone design,camera and phone design is too good,design,34
mobile camera clarity,nice mobile camera clarity awosome,camera,17
fhd at 8k,"fhd at 8k, decent performance, satisfied",video_resolution,106
decent performance,"fhd at 8k, decent performance, satisfied",performance,68
3 gb ram variant,3 gb ram variant is little bit laggy but overall it's a good phone,ram,82
phone,3 gb ram variant is little bit laggy but overall it's a good phone,phone,70
camera phone,its a gud camera phone,camera,17
phone,phone is excellent,phone,70
this,i'm very happy for this,overall,65
good not too good,good not too good,overall,65
value for money,value for money 👌,value_for_money,104
everything,everything is fine,overall,65
battery,battery is average,battery,6
camera,camera s cool,camera,17
phone,this is very smart sharp and smooth phone,phone,70
phone,awesome phone and awesome camera quality is nic,phone,70
camera quality,awesome phone and awesome camera quality is nic,camera_quality,20
phone,good nice phone,phone,70
mobile,nice mobile but camera average,phone,70
camera,nice mobile but camera average,camera,17
camera,very poor camera,camera,17
performance,"performance not bat, battery backup 1 day",performance,68
battery backup,"performance not bat, battery backup 1 day",battery_life,7
handset,most beautyfull handset,design,34
phone camera,honor my fevirate phone camera overall good,camera,17
overall,honor my fevirate phone camera overall good,overall,65
honor,satisfied @ honor,brand,10
phone,berry goddd phone,phone,70
9 lite or 10 lite,9 lite or 10 lite are same function phone,model_comparison,58
display size,bas display size main anter hai dot notch display,display,37
dot notch display,bas display size main anter hai dot notch display,display,37
battery performance,battery performance very bad last update,battery,6
32gb variant,i bought 32gb variant only in 7k and after using it i thing in this this price segment this is the best phone as of now,storage,98
this price segment,i bought 32gb variant only in 7k and after using it i thing in this this price segment this is the best phone as of now,price,74
this is the best phone,i bought 32gb variant only in 7k and after using it i thing in this this price segment this is the best phone as of now,overall,65
smart,best smart for less usage,overall,65
mobile phone,nice mobile phone super,phone,70
light weight,"sleek, light weight, comfortable, looks good on hand like 20k mobile",weight,108
comfortable,"sleek, light weight, comfortable, looks good on hand like 20k mobile",ergonomics,42
looks good on hand,"sleek, light weight, comfortable, looks good on hand like 20k mobile",appearance,5
value 4 money,value 4 money definitely,value_for_money,104
gadget,very good gadget,overall,65
phone,it's phone jast osm very good parfrom in daily,phone,70
parfrom,it's phone jast osm very good parfrom in daily,performance,68
mobile candition,very good mobile candition for this price,condition,30
price,very good mobile candition for this price,price,74
phone,best phone under this range even the performance is very smooth,phone,70
performance,best phone under this range even the performance is very smooth,performance,68
subject phone,it's a best subject phone,phone,70
backup battery,this mobile has been not backup battery,battery,6
mob,super mob for low range superb and like bros,phone,70
low range,super mob for low range superb and like bros,price,74
overall,overall i like it,overall,65
quality,"it's quality is super,i love it very much",quality,81
phn,"good phn , value for money",phone,70
value for money,"good phn , value for money",value_for_money,104
camera quality,camera quality low,camera_quality,20
mobile,good mobile and camera,phone_type,71
camera,good mobile and camera,camera,17
poduct,poduct is like old pcs,product_quality,78
phone,good budget phone,phone,70
best budget entry level phone,best budget entry level phone,budget_category,12
type - c usb,type - c usb is missing,charging_port,23
phone,very nice phone and fast delivery from flipkart,phone,70
phone,nice phone according to money,phone,70
money,nice phone according to money,value_for_money,104
product,it's a very nice product,overall,65
mobile,good mobile super,phone,70
phone,this phone is too good,phone,70
camera,"camera is awesome, display is awesome, battery is also good",camera,17
display,"camera is awesome, display is awesome, battery is also good",display,37
battery,"camera is awesome, display is awesome, battery is also good",battery,6
performance,very good performance,performance,68
good looking phone,good looking phone with decent performance,design,34
decent performance,good looking phone with decent performance,performance,68
honor 10 lite,honor 10 lite is a amazing phone according me,product_name,77
overall,overall good product,overall,65
phone,phone looks cool with pretty decent specs,phone,70
specs,phone looks cool with pretty decent specs,performance,68
display clarity,display clarity is awesome,display,37
camera performance,camera performance is great,camera_performance,19
easy to carry,easy to carry and handle,ergonomics,42
handle,easy to carry and handle,ergonomics,42
affordable price,nice with affordable price,price,74
phone camera,nice phone camera better,camera,17
this,i like this,overall,65
mobile,good mobile and good looking,phone,70
looking,good mobile and good looking,design,34
phone,nice phone and fobulas phone,phone,70
fantastic,fantastic iam happy,overall,65
product,very nice product & camera good quality,overall,65
camera good quality,very nice product & camera good quality,camera_quality,20
mobile,hi is very beautifull mobile,phone,70
product,good product at this price,overall,65
price,good product at this price,price,74
smartfone,best smartfone under 1000,phone_type,71
mobile saftware,hangover mobile saftware,software,91
daily use,good for daily use,daily_use,33
product,it's osm product,overall,65
mobile,good mobile sliem,phone,70
sliem,good mobile sliem,slimness,88
camera,good quality of camera,camera,17
battery life,battery life insufficient others except the battery are lovely,battery_life,7
others except the battery,battery life insufficient others except the battery are lovely,battery_life,7
very very good,very very good,overall,65
camera quality,awesome but camera quality is little bit low category,camera_quality,20
mobil,best mobil under 10000,phone,70
selfie cam,best selfie cam in this segment,selfie_camera,85
performance,good performance and good for taking professional quality shoots,performance,68
professional quality shoots,good performance and good for taking professional quality shoots,camera_quality,20
true value of money,tha true value of money,value_for_money,104
price,very good at the price of rs,price,74
selfie camera,selfie camera super and cpu hisilicon kirin 710 superb,selfie_camera,85
cpu hisilicon kirin 710,selfie camera super and cpu hisilicon kirin 710 superb,internal_components,53
value 4 money,good value 4 money,value_for_money,104
looking nice,looking nice and features good,design,34
features good,looking nice and features good,features,44
smartphone,"got for 7200,for this price this is the best smartphone",phone_type,71
price,"got for 7200,for this price this is the best smartphone",price,74
camera quality,camera quality is best👍👍👍👍👍👍👍,camera_quality,20
phones,buy phones only in festive season i spent 1800 extra on it,phone_type,71
price,nice this price,price,74
mobile,osm mobile in this price range,phone,70
price range,osm mobile in this price range,price,74
product,awesome product and mind blowing product,overall,65
cell phone,perfecto cell phone i love it,phone,70
phone,this phone is good at this price,phone,70
price,this phone is good at this price,price,74
sim slot,first sim slot ok,sim_card_slot,87
sim 2,when we provide sim 2 we are not able to provide sd card,sim_card_slot,87
sd card,when we provide sim 2 we are not able to provide sd card,storage,98
sd card,or we provide sd card not able to provide sim 2,storage,98
sim 2,or we provide sd card not able to provide sim 2,sim_card_slot,87
phone,otherwise this phone good,phone,70
it,i liked it very much,overall,65
phone,nice phone at this price,phone,70
price,nice phone at this price,price,74
mobile,probably the best mobile under this segment,phone_type,71
phone,good phone to buy,phone,70
phone display,phone display is so smooth as butter on bread,display,37
camera,camera is as perfect as u,camera,17
phone look,phone look ek no 😎,design,34
phone,best phone 10k under,phone,70
10k,best phone 10k under,price,74
value,best mobile for value,value_for_money,104
value,great value and great look,value_for_money,104
look,great value and great look,design,34
phone,excellent phone this price,phone,70
price,excellent phone this price,price,74
mobile phone,good mobile phone,phone,70
mobile,i loved this mobile,phone,70
blue colour,blue colour is awesome,color,25
it,loved it alot,overall,65
product,very much happy with this product,overall,65
looks,looks are good in this price range,design,34
camera,but need some improvements in camera,camera,17
product,its a good product for this range,overall,65
heat generation,"heat generation accursed, performance known only after taking time",heat,52
performance,"heat generation accursed, performance known only after taking time",performance,68
phone,this is awesome phone,phone,70
phone,"i use it last one year and i am sure, this is good phone and it's front camera 24 mp is really awesome",phone,70
front camera 24 mp,"i use it last one year and i am sure, this is good phone and it's front camera 24 mp is really awesome",selfie_camera,85
features,all features are good of this phone,features,44
price range,this price range very nyc mobilevalve for money,value_for_money,104
mobilevalve for money,this price range very nyc mobilevalve for money,value_for_money,104
front camera,"it's fantastic, marvelous front camera superb and thanks filipkartamazing",camera,17
phone,it is really super phone at this price👌👌,phone,70
price,it is really super phone at this price👌👌,price,74
product,good product 👍 and camera and battery is good,overall,65
camera,good product 👍 and camera and battery is good,camera,17
battery,good product 👍 and camera and battery is good,battery,6
low price,low price is aswsome phone,price,74
phone,low price is aswsome phone,price,74
performance,nice performance it's good,performance,68
mobile,nice mobile in this price,phone,70
price,nice mobile in this price,price,74
good buy,it's a good buy but not out of the park,overall_value,66
redmi note 8,if you have 2 thousand extra then go for redmi note 8 or realme 3 pro,product_name,77
realme 3 pro,if you have 2 thousand extra then go for redmi note 8 or realme 3 pro,product_name,77
photo,very good photo,camera,17
colour,i love the colour,color,25
product,osm product in 8000,overall,65
8000,osm product in 8000,price,74
worth,it's worth it,value_for_money,104
good quality budget phone,good quality budget phone,budget_phone,13
gaming performance,it's gaming performance also good,gaming_performance,47
phone,it's awesome phone,phone,70
8k,got it for 8k in bbd,price,74
value for money,value for money it is,value_for_money,104
product,good product in low cost,quality,81
low cost,good product in low cost,price,74
camera,well the camera is the best in this price range and the performance is is also good,camera,17
performance,well the camera is the best in this price range and the performance is is also good,performance,68
in 10-11k,i mean in 10-11k what else do u expect,price,74
mobil,this mobil is too much good i satisfied everyone should buy this mobil honor gives too much in law price,phone,70
law price,this mobil is too much good i satisfied everyone should buy this mobil honor gives too much in law price,price,74
phone,nice phone at this budget,phone,70
budget,nice phone at this budget,budget_category,12
phone,below average phone,phone,70
curved design,"very good, it had curved design",design,34
phone,good phone under 10k,phone,70
performance,"everything is a boom in performance, except for the battery",performance,68
battery,"everything is a boom in performance, except for the battery",battery,6
smartphone,"it may disappoint you but you will never regret, i think you can't get a better smartphone under rs",phone_type,71
beast phone,"10,000 than this model, a beast phone under budget segment",budget_phone,13
under budget segment,"10,000 than this model, a beast phone under budget segment",budget_category,12
camera,camera 5/5display 5/5battery 4/5touchpad 4/5performance 5/5look & design 6/5 (you'll feel rich)other features 5/5,camera,17
display,camera 5/5display 5/5battery 4/5touchpad 4/5performance 5/5look & design 6/5 (you'll feel rich)other features 5/5,display,37
battery,camera 5/5display 5/5battery 4/5touchpad 4/5performance 5/5look & design 6/5 (you'll feel rich)other features 5/5,battery,6
touchpad,camera 5/5display 5/5battery 4/5touchpad 4/5performance 5/5look & design 6/5 (you'll feel rich)other features 5/5,touchscreen,101
performance,camera 5/5display 5/5battery 4/5touchpad 4/5performance 5/5look & design 6/5 (you'll feel rich)other features 5/5,performance,68
look & design,camera 5/5display 5/5battery 4/5touchpad 4/5performance 5/5look & design 6/5 (you'll feel rich)other features 5/5,design,34
other features,camera 5/5display 5/5battery 4/5touchpad 4/5performance 5/5look & design 6/5 (you'll feel rich)other features 5/5,general_features,49
honour 10 lite,osm honour 10 lite,product_name,77
phone ##look,nyc phone ##look betar,phone,70
proseser,this mobile in prosesser is very strong and mobile system are nothing hiting any time,performance,68
mobile system,this mobile in prosesser is very strong and mobile system are nothing hiting any time,system_performance,100
phone,such a nice phone with this value,phone,70
value,such a nice phone with this value,value_for_money,104
moblie,cheap and best good moblie,phone,70
camera quality,bad camera quality,camera_quality,20
mobail,very good mobail,phone,70
performance,"performance and look wise phone is awesome, but rear camera could have been a bit better",performance,68
look,"performance and look wise phone is awesome, but rear camera could have been a bit better",appearance,5
rear camera,"performance and look wise phone is awesome, but rear camera could have been a bit better",camera,17
phone,overall phone is good,overall,65
spare quality,all spare quality is not satisfied,product_quality,78
price,best in price,price,74
mobile,it is one of the best mobile in this price range,phone,70
price range,it is one of the best mobile in this price range,price,74
battery,the battery stays for one day,battery_life,7
every thing,other wise every thing is awesome,overall,65
budget phone,best budget phone ever and along with that best screen,budget_phone,13
screen,best budget phone ever and along with that best screen,display,37
price tag,great deal at this price tag,price,74
battery take up,battery take up is very poor,battery,6
display,"display is awesome, battery life is good, finish is nice",display,37
battery life,"display is awesome, battery life is good, finish is nice",battery_life,7
finish,"display is awesome, battery life is good, finish is nice",design,34
processor,processor works efficiently,performance,68
phone,overall phone is nice and best under this price range,overall,65
price range,overall phone is nice and best under this price range,price,74
phone,its good phone in this price,phone,70
price,its good phone in this price,price,74
price,its decent for the price,price,74
mobile,good mobile but overheating,phone,70
overheating,good mobile but overheating,heat,52
phone,very good phone working much faster,phone,70
working much faster,very good phone working much faster,performance,68
phone,very good phone for general use,overall,65
phone,good phone inside ~out a must buy prdct,phone,70
selfie camera,good selfie camera high speed performance,selfie_camera,85
high speed performance,good selfie camera high speed performance,performance,68
value for money,value for money product,value_for_money,104
phone,nice 💯💯💯💯💯 phone,phone,70
phone value,top phone value of 💰 money,value_for_money,104
battery backup 8 to 9 hours,i'm normally used this phone but battery backup 8 to 9 hours vary bad battery backup,battery_life,7
battery backup,i'm normally used this phone but battery backup 8 to 9 hours vary bad battery backup,battery_life,7
phone,good phone battery backup not that good camera okok,phone,70
battery backup,good phone battery backup not that good camera okok,battery_life,7
camera,good phone battery backup not that good camera okok,camera,17
phone,awesome phone at reasonable rate,phone,70
rate,awesome phone at reasonable rate,price,74
budget,good in budget,budget_category,12
value for money,honor 10 lite mobile is good value for money,value_for_money,104
over all,over all good within 7200,overall,65
within 7200,over all good within 7200,price,74
instant internet connectivity,i feel it may be bit more complex to configure mobile with instant internet connectivity,connectivity,31
wi-fi networks,"i have tried various basic recommended settings but no luck, every time i need to struggle to connect on same wi-fi networks at home as well office",connectivity,31
honor,honor means 5/5,brand,10
phone,perfect phone for this price range got it at 8k in big billion days,phone,70
price range,perfect phone for this price range got it at 8k in big billion days,price,74
look and finishing,look and finishing is very nice best phone in this range,design,34
phone in this range,look and finishing is very nice best phone in this range,phone,70
smartphone,very good smartphone for using,phone_type,71
value for money,absolute value for money at rs7999,value_for_money,104
sound thru speaker,sound thru speaker is pretty loud but slightly lacking in clarity,speaker,94
clarity,sound thru speaker is pretty loud but slightly lacking in clarity,sound_quality,93
camera,camera is very special,camera,17
screen,screen is also quite special,display,37
camera,camera- 4/5screen- 4,camera,17
screen,camera- 4/5screen- 4,display,37
baterry,5/5baterry-4/5processor-5/5performance-5/5value for money-5/5,battery,6
processor,5/5baterry-4/5processor-5/5performance-5/5value for money-5/5,performance,68
performance,5/5baterry-4/5processor-5/5performance-5/5value for money-5/5,performance,68
value for money,5/5baterry-4/5processor-5/5performance-5/5value for money-5/5,value_for_money,104
phone,super phone solid camera quality,phone,70
camera quality,super phone solid camera quality,camera_quality,20
mobile,good mobile in this offer price,phone,70
offer price,good mobile in this offer price,price,74
phone,very very good phone,phone,70
mobile,super fast mobile,performance,68
overally,overally super in this budjet,overall,65
budjet,overally super in this budjet,budget_category,12
product,nice product in budget,overall,65
budget,nice product in budget,budget_category,12
battery,good but not nice battery,battery,6
purchase,it's amizing purchase under rs 8000,value_for_money,104
model,"nice model, more backup, quick charge etc etc",product_model,76
backup,"nice model, more backup, quick charge etc etc",battery_life,7
