product,category,rating,review_title,sentence,raw_aspect,initial_canonical_feature,final_canonical_feature,sentiment,match_type,has_feature
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Perfect product!,nice looking an display,looking,design,design,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Perfect product!,nice looking an display,display,display,display,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,3,Just okay,money for value,money for value,value for money,value_for_money,neutral,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Must buy!,everything is good bt is and quality is very poor,everything,overall,overall,neutral,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Must buy!,everything is good bt is and quality is very poor,quality,quality,quality,negative,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Must buy!,other wise all good,all,overall,overall,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,4,Delightful,Good one over all,Good one over all,overall,overall,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Terrific purchase,"Very good performance, awesome battery backup",performance,performance,performance,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Terrific purchase,"Very good performance, awesome battery backup",battery backup,battery,battery_life,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Mind-blowing purchase,"Best mobile, this is amazing",mobile,overall,phone_type,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Terrific purchase,value of money product I am impressed from honor phones,value of money,value for money,value_for_money,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,4,Nice product,good and best phone,phone,overall,phone,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Excellent,Very good mobile Phone,mobile Phone,overall,phone,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Highly recommended,very nice phone from huwai,phone,overall,phone,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,4,Really Nice,during call receiving mobile ringtone is automatically silent and all the things are good as given,mobile ringtone,sound quality,sound_quality,negative,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,4,Really Nice,during call receiving mobile ringtone is automatically silent and all the things are good as given,all the things,overall,overall,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Great product,Value for money nice colour,Value for money,value for money,value_for_money,neutral,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Great product,Value for money nice colour,nice colour,color,color,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,4,Pretty good,sandar phone he I am Happy guys,phone,overall,phone,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,4,Delightful,Nice phone with very elegant look👍,phone,overall,phone,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,4,Delightful,Nice phone with very elegant look👍,look,design,design,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,4,Delightful,All things are good,All things,overall,overall,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,4,Value-for-money,best phone in this price,phone,overall,phone,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,4,Value-for-money,best phone in this price,price,price,price,neutral,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Good phone,Good looking compass is good working,looking compass,design,compass,neutral,new,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Good phone,Good looking compass is good working,compass,features,compass,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,4,Good quality product,Good product on this rate,product,overall,overall,neutral,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,4,Good quality product,Good product on this rate,rate,value for money,price,neutral,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,4,Wonderful,Its a very amazing phone,phone,overall,phone,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,4,Worth the money,Best Price Range_______7200,Price Range,price,price,neutral,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Fabulous!,very good mobile @ this price,mobile,overall,phone,neutral,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Fabulous!,very good mobile @ this price,price,price,price,neutral,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,4,Good choice,standard budget phone and very comfortable for use,standard budget phone,value for money,phone_type,neutral,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,4,Good choice,standard budget phone and very comfortable for use,comfortable for use,usability,usability,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,2,Could be way better,over heating issue,over heating issue,heat,heat,negative,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Excellent,value for money,value for money,value for money,value_for_money,neutral,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,4,Value-for-money,camera and phone design is too good,camera,camera,camera,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,4,Value-for-money,camera and phone design is too good,phone design,design,design,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,4,Good choice,Nice mobile camera clarity awosome,mobile camera clarity,camera,camera,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Just wow!,"FHD at 8k, decent performance, satisfied",FHD at 8k,video resolution,video_resolution,neutral,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Just wow!,"FHD at 8k, decent performance, satisfied",decent performance,performance,performance,neutral,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,4,Pretty good,Value for money,Value for money,value for money,value_for_money,neutral,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,4,Pretty good,3 gb ram variant is little bit laggy but overall it's a good phone,3 gb ram variant,performance,ram,negative,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,4,Pretty good,3 gb ram variant is little bit laggy but overall it's a good phone,phone,overall,phone,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Great product,best at this price,price,value for money,price,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,4,Wonderful,Its a gud camera phone,camera phone,camera,camera,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Wonderful,Phone is excellent,Phone,overall,phone,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Wonderful,I'm very happy for this,this,overall,overall,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,3,Fair,good not too good,good not too good,overall,overall,neutral,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,4,Really Nice,Value for money 👌,Value for money,value for money,value_for_money,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,4,Pretty good,Everything is fine,Everything,overall,overall,neutral,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,4,Pretty good,battery is average,battery,battery,battery,neutral,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,4,Pretty good,Camera s cool,Camera,camera,camera,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Excellent,This is very smart sharp and smooth phone,phone,overall,phone,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Fabulous!,awesome phone and awesome camera quality is nic,phone,overall,phone,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Fabulous!,awesome phone and awesome camera quality is nic,camera quality,camera,camera_quality,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Just wow!,good nice phone,phone,overall,phone,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Mind-blowing purchase,Very good mobile,mobile,overall,phone,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Great product,Nice mobile but camera average,mobile,overall,phone,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Great product,Nice mobile but camera average,camera,camera,camera,neutral,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,3,Does the job,Very poor camera,camera,camera,camera,negative,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,3,Does the job,"Performance not bat, battery backup 1 day",Performance,performance,performance,negative,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,3,Does the job,"Performance not bat, battery backup 1 day",battery backup,battery,battery_life,neutral,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Awesome,most beautyfull handset,handset,design,design,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Terrific,Honor my fevirate phone camera overall good,phone camera,camera,camera,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Terrific,Honor my fevirate phone camera overall good,overall,overall,overall,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,4,Good quality product,Satisfied @ Honor,Honor,brand,brand,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Must buy!,Berry goddd phone,phone,overall,phone,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,4,Pretty good,9 lite or 10 lite are same function phone,9 lite or 10 lite,overall,model_comparison,neutral,new,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,4,Pretty good,Bas display size main anter hai dot notch display,display size,display,display,neutral,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,4,Pretty good,Bas display size main anter hai dot notch display,dot notch display,display,display,neutral,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,4,Pretty good,Battery performance very bad last update,Battery performance,battery,battery,negative,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Excellent,I bought 32GB Variant only in 7k and after using it i thing in this this price segment this is the best phone as of now,32GB Variant,storage,storage,neutral,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Excellent,I bought 32GB Variant only in 7k and after using it i thing in this this price segment this is the best phone as of now,this price segment,price,price,neutral,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Excellent,I bought 32GB Variant only in 7k and after using it i thing in this this price segment this is the best phone as of now,this is the best phone,overall,overall,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Must buy!,best phone in this price,phone,overall,phone,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Must buy!,best phone in this price,price,value for money,price,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,4,Very Good,Best smart for less usage,smart,overall,overall,positive,fallback,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Fabulous!,nice mobile phone super,mobile phone,overall,phone,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Best in the market!,"Sleek, light weight, comfortable, Looks good on hand like 20k mobile",light weight,weight,weight,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Best in the market!,"Sleek, light weight, comfortable, Looks good on hand like 20k mobile",comfortable,ergonomics,ergonomics,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Best in the market!,"Sleek, light weight, comfortable, Looks good on hand like 20k mobile",Looks good on hand,design,appearance,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Best in the market!,Value 4 money definitely,Value 4 money,value for money,value_for_money,positive,fallback,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,4,Worth the money,very good gadget,gadget,overall,overall,positive,new,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Super!,It's phone jast osm very good parfrom in daily,phone,overall,phone,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Super!,It's phone jast osm very good parfrom in daily,parfrom,performance,performance,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,4,Worth the money,Very good mobile candition for this price,mobile candition,overall,condition,positive,new,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,4,Worth the money,Very good mobile candition for this price,price,price,price,neutral,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Classy product,Best phone under this range even the performance is very smooth,phone,overall,phone,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Classy product,Best phone under this range even the performance is very smooth,performance,performance,performance,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Super!,It's a best subject phone,subject phone,camera,phone,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Fabulous!,this mobile has been not backup battery,backup battery,battery,battery,negative,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,3,Good,super mob for low range superb and like bros,mob,overall,phone,positive,new,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,3,Good,super mob for low range superb and like bros,low range,price,price,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,4,Pretty good,Overall I like it,Overall,overall,overall,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Super!,"It's quality is super,I love it very much",quality,quality,quality,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Terrific purchase,"Good phn , value for money",phn,overall,phone,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Terrific purchase,"Good phn , value for money",value for money,value for money,value_for_money,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,1,Very poor,camera quality low,camera quality,camera,camera_quality,negative,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,4,Delightful,good mobile and camera,mobile,overall,phone_type,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,4,Delightful,good mobile and camera,camera,camera,camera,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,1,Worst experience ever!,Poduct is like old pcs,Poduct,overall,product_quality,negative,new,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,4,Very Good,Good budget phone,phone,overall,phone,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Just wow!,Best Budget Entry Level Phone,Best Budget Entry Level Phone,value for money,budget_category,positive,new,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Just wow!,Type - C USB Is Missing,Type - C USB,charging port,charging_port,negative,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Worth every penny,Very nice phone and fast delivery from flipkart,phone,overall,phone,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Terrific,nice phone according to money,phone,overall,phone,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Terrific,nice phone according to money,money,value for money,value_for_money,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Excellent,it's a very nice product,product,overall,overall,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Fabulous!,Good mobile super,mobile,overall,phone,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Just wow!,This phone is too good,phone,overall,phone,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Just wow!,"Camera is awesome, display is awesome, battery is also good",Camera,camera,camera,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Just wow!,"Camera is awesome, display is awesome, battery is also good",display,display,display,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Just wow!,"Camera is awesome, display is awesome, battery is also good",battery,battery,battery,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Brilliant,Very Good Performance,Performance,performance,performance,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,4,Good quality product,Good looking Phone with decent performance,Good looking Phone,design,design,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,4,Good quality product,Good looking Phone with decent performance,decent performance,performance,performance,neutral,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Best in the market!,Honor 10 lite is a amazing phone according me,Honor 10 lite,overall,product_name,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Worth every penny,Overall good product,Overall,overall,overall,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,4,Very Good,phone looks cool with pretty decent specs,phone,design,phone,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,4,Very Good,phone looks cool with pretty decent specs,specs,internal components,performance,neutral,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Mind-blowing purchase,Display clarity is awesome,Display clarity,display,display,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Mind-blowing purchase,Camera performance is great,Camera performance,camera,camera_performance,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Mind-blowing purchase,Easy to carry and handle,Easy to carry,ergonomics,ergonomics,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Mind-blowing purchase,Easy to carry and handle,handle,ergonomics,ergonomics,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,4,Value-for-money,nice with affordable price,affordable price,price,price,neutral,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Brilliant,Nice phone camera better,phone camera,camera,camera,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Highly recommended,i like this,this,overall,overall,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Just wow!,Good mobile and good looking,mobile,overall,phone,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Just wow!,Good mobile and good looking,looking,design,design,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Highly recommended,nice phone and fobulas phone,phone,overall,phone,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Highly recommended,nice phone and fobulas phone,phone,overall,phone,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Awesome,fantastic iam happy,fantastic,overall,overall,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Wonderful,Very nice product & camera good quality,product,overall,overall,positive,new,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Wonderful,Very nice product & camera good quality,camera good quality,camera,camera_quality,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Must buy!,Hi is very beautifull mobile,mobile,overall,phone,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,4,Good quality product,good product at this price,product,overall,overall,neutral,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,4,Good quality product,good product at this price,price,price,price,neutral,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Must buy!,very good product,product,overall,overall,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Terrific,best smartfone under 1000,smartfone,overall,phone_type,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,1,Waste of money!,Hangover mobile saftware,mobile saftware,software,software,negative,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Highly recommended,Good for daily use,daily use,usability,daily_use,neutral,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Brilliant,it's osm product,product,overall,overall,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,3,Just okay,Good mobile sliem,mobile,overall,phone,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,3,Just okay,Good mobile sliem,sliem,design,slimness,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Highly recommended,Good quality of camera,camera,camera,camera,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Highly recommended,Battery life insufficient others except the battery are lovely,Battery life,battery,battery_life,negative,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Highly recommended,Battery life insufficient others except the battery are lovely,others except the battery,overall,battery_life,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Highly recommended,very very good,very very good,overall,overall,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Highly recommended,awesome but camera quality is little bit low category,camera quality,camera,camera_quality,negative,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Brilliant,Best Mobil under 10000,Mobil,overall,phone,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Awesome,best selfie cam in this segment,selfie cam,camera,selfie_camera,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Awesome,good performance and good for taking professional quality shoots,performance,performance,performance,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Awesome,good performance and good for taking professional quality shoots,professional quality shoots,camera,camera_quality,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Mind-blowing purchase,Tha True value of money,True value of money,value for money,value_for_money,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,4,Very Good,Very good at the price of Rs,price,value for money,price,neutral,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Highly recommended,Selfie camera super and cpu hisilicon kirin 710 superb,Selfie camera,camera,selfie_camera,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Highly recommended,Selfie camera super and cpu hisilicon kirin 710 superb,cpu hisilicon kirin 710,performance,internal_components,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Wonderful,Good value 4 money,value 4 money,value for money,value_for_money,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,4,Nice product,Looking nice and features good,Looking nice,design,design,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,4,Nice product,Looking nice and features good,features good,features,features,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Excellent,"Got for 7200,for this price this is the best smartphone",smartphone,overall,phone_type,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Excellent,"Got for 7200,for this price this is the best smartphone",price,value for money,price,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Awesome,camera quality is best👍👍👍👍👍👍👍,camera quality,camera,camera_quality,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,3,Decent product,Buy phones only in festive season i spent 1800 extra on it,phones,overall,phone_type,neutral,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,4,Pretty good,nice this price,price,price,price,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Brilliant,osm mobile in this price range,mobile,overall,phone,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Brilliant,osm mobile in this price range,price range,value for money,price,neutral,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,4,Good quality product,Value for money,Value for money,value for money,value_for_money,neutral,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Highly recommended,Awesome product and mind blowing product,product,overall,overall,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Highly recommended,Awesome product and mind blowing product,product,overall,overall,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Awesome,Perfecto cell phone I love it,cell phone,overall,phone,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,4,Worth the money,Very good mobile,mobile,overall,phone,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,4,Wonderful,this phone is good at this price,phone,overall,phone,neutral,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,4,Wonderful,this phone is good at this price,price,price,price,neutral,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,4,Wonderful,First sim slot ok,sim slot,sim card slot,sim_card_slot,neutral,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,4,Wonderful,when we provide sim 2 we are not able to provide sd card,sim 2,dual sim,sim_card_slot,neutral,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,4,Wonderful,when we provide sim 2 we are not able to provide sd card,sd card,storage,storage,neutral,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,4,Wonderful,or we provide sd card not able to provide sim 2,sd card,storage,storage,neutral,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,4,Wonderful,or we provide sd card not able to provide sim 2,sim 2,dual sim,sim_card_slot,negative,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,4,Wonderful,otherwise this phone good,phone,overall,phone,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Must buy!,I liked it very much,it,overall,overall,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,4,Delightful,nice phone at this price,phone,overall,phone,neutral,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,4,Delightful,nice phone at this price,price,price,price,neutral,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Fabulous!,Probably the best mobile under this segment,mobile,overall,phone_type,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,4,Good quality product,good phone to buy,phone,overall,phone,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Terrific,Phone display is so smooth as butter on bread,Phone display,display,display,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Terrific,Camera is as perfect as u,Camera,camera,camera,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Terrific,Phone look ek no 😎,Phone look,design,design,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,4,Delightful,best phone 10k under,phone,overall,phone,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,4,Delightful,best phone 10k under,10k,price,price,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Just wow!,Best mobile for value,value,value for money,value_for_money,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,4,Wonderful,Great value and great look,value,value for money,value_for_money,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,4,Wonderful,Great value and great look,look,design,design,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Wonderful,excellent phone this price,phone,overall,phone,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Wonderful,excellent phone this price,price,price,price,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Great product,Good mobile phone,mobile phone,overall,phone,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Mind-blowing purchase,I loved this mobile,mobile,overall,phone,positive,existing,True
"Honor 10 Lite (Midnight Black, 32 GB)",Mobiles,5,Mind-blowing purchase,Value for money,Value for money,value for money,value_for_money,neutral,existing,True
